 CRITICAL | 2023-10-18, 10:18:22 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-18, 10:25:46 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'customer_id' cannot be null | [] []
 CRITICAL | 2023-10-18, 10:33:19 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'basket_id' cannot be null | [] []
 INFO | 2023-10-18, 10:57:26 > No payment method found | {"type":"/errors/no_payment_method_/_customer_/_basket_found_upon_transaction_create","title":"Payment Method/Customer/Basket not found","status":404,"detail":0,"0":0,"1":"1","instance":"/v1/basket"} []
 INFO | 2023-10-19, 13:24:51 > Access denied! | {"type":"/errors/Unauthorized_!_Please_login_or_register_first.","title":"Unauthorized! Please login or register first.","status":401,"detail":"","instance":"/v1/user/login"} []
 INFO | 2023-10-19, 13:29:57 > Access denied! | {"type":"/errors/Unauthorized_!_Please_login_or_register_first.","title":"Unauthorized! Please login or register first.","status":401,"detail":"","instance":"/v1/user/login"} []
 INFO | 2023-10-19, 13:32:02 > Access denied! | {"type":"/errors/Unauthorized_!_Please_login_or_register_first.","title":"Unauthorized! Please login or register first.","status":401,"detail":"","instance":"/v1/user/login"} []
 INFO | 2023-10-19, 13:40:39 > Access denied! | {"type":"/errors/Unauthorized_!_Please_login_or_register_first.","title":"Unauthorized! Please login or register first.","status":401,"detail":"","instance":"/v1/user/login"} []
 CRITICAL | 2023-10-19, 14:53:02 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'jwt' cannot be null | [] []
 INFO | 2023-10-20, 15:42:23 > The name already exists | {"type":"name_already_exists","title":"A payment method with the same name already exists.","status":409,"detail":"","instance":"/v1/payment method"} []
 
